-3.046399434407552231e+00,-4.976538896560668945e+00,-9.346146636539035768e+00
-2.308153561183384550e+00,-5.023172208241054371e+00,-1.089934280940464539e+01
-3.108313367480323386e+00,-4.907970451173328641e+00,-9.512933912731352137e+00
-2.675420976454211619e+00,-3.859300321148287694e+00,-1.117036133427773770e+01
1.546694117433884630e+00,8.479211751152487153e+00,-8.809187664705163456e+00
-2.888287821331539718e+00,5.109845406300312476e+00,-1.311074594549230632e+01
-5.543147445993220623e-01,9.766868307235393232e+00,-1.367604034504991972e+01
6.163646255930265161e-01,6.353736221790313721e+00,-1.067269154389699359e+01
-6.933642609914143939e+00,1.281726659138997348e+01,-1.398800004323323520e+01
-4.355055743455887196e+00,7.278347241878509344e+00,-1.361812753677368093e+01
7.401189990717955691e-01,1.099267070462005336e+01,-8.553046881550489644e+00
-8.702318801879883381e+00,1.122462600708007763e+01,-1.131625202178955014e+01
-3.026604554869912089e+00,1.105083634636618939e+01,-7.215099074623801734e+00
-6.585697260769930672e+00,5.657730897267659209e+00,-9.636778513590494200e+00
-2.911442690170727987e-01,7.720933052209707270e+00,-9.432475750262920400e+00
-5.397885069251060486e-01,1.042067492008209229e+01,-1.334595012664794922e+01
1.428057303299774983e+00,1.477337030462316569e+01,-6.461254635372677413e+00
-8.231428384780883789e+00,1.154221816496415620e+01,-1.200306372209028716e+01
-1.065174547108736824e+00,1.546644557606090231e+01,-4.739410053599964812e+00
-3.781032502651214600e+00,5.802192473411560414e+00,-7.482679486274719238e+00
-5.768387355302509789e+00,4.053988381435996935e+00,-1.097843682138543464e+01
1.296154079613862198e+00,1.353386667039659308e+01,-7.095346309520579986e+00
3.385116280987858772e-01,1.087669056653976440e+01,-7.434730008244514465e+00
5.665419953210013571e-01,9.724742889404296875e+00,-1.382562855311802430e+01
-1.358629734151893254e-01,8.363593525356716185e+00,-1.292436222500271192e+01
-5.513472897665841366e+00,8.952691486903599838e+00,-1.364308575221470399e+01
-7.464221393360810808e+00,8.882381196115531452e+00,-8.787288908864937298e+00
-2.240221325556437382e+00,1.340477994283040353e+01,-1.463215999603271555e+01
-5.377674922347068787e-01,1.315100014209747314e+01,-6.801551222801208496e+00
-8.780511087841458284e-01,6.072767734527587891e+00,-1.307125568389892578e+01
-7.884317297684519055e+00,9.789861628883762990e+00,-1.034869987086245935e+01
-5.060709675589760259e+00,8.598176767537882625e+00,-1.455592966603708760e+01
-2.873326530823340885e+00,1.314927306542029761e+01,-3.180970760492177973e+00
-4.411998481461496091e+00,1.325856516577980670e+01,-1.543010002194028907e+01
-7.542394783185875973e+00,1.387567395749299415e+01,-5.816230006839917976e+00
-3.195000697826516856e+00,9.750933022334658418e+00,-1.315255184831290336e+01
-6.179835241894389597e+00,9.248493948648143004e+00,-1.352216861414354909e+01
5.420172691345215288e-01,1.230417327880859446e+01,-1.233842337926228794e+01
-4.336926286870783187e+00,1.327877270091663675e+01,-1.533245442130348835e+01
4.648044736761796081e-01,9.726037652868972927e+00,-1.208951051611649419e+01
-1.571757674217224121e+00,1.415639535770859858e+01,-3.593040471853211848e+00
-2.535842234889666424e-01,9.194117175208198489e+00,-1.214081107245551294e+01
-3.569314386695623398e+00,4.952980309724807739e+00,-1.303296561539173126e+01
-7.432184431287977233e+00,1.087071100870768170e+01,-1.112692218356662366e+01
-4.709254455566406428e+00,5.114464497566222789e+00,-1.050204501152038539e+01
-6.281518856684367158e+00,8.666979630788167910e+00,-1.310701142748196979e+01
7.317021333652994342e-01,6.425410021906313496e+00,-1.065898265009341017e+01
-2.015755458311601078e+00,1.008164535869251566e+01,-7.157817233692515657e+00
-5.329956054687500000e+00,5.345218699911366222e+00,-8.319177378778872978e+00
6.405613527578466471e-01,9.796932276557473784e+00,-1.386298230115105135e+01
-5.044531492086557378e+00,1.287540773245004466e+01,-1.499813835437481302e+01
-5.267330257516158021e+00,7.604995564410560682e+00,-1.279512897290681472e+01
-2.450740322470664978e+00,1.044324988126754761e+01,-1.196988752484321594e+01
-8.584352753379128842e+00,1.113320914181795906e+01,-1.127611819180575203e+01
-2.646143443882465363e+00,5.221358433365821838e+00,-1.223299059271812439e+01
-5.554318525173045806e+00,7.097597387101915345e+00,-7.651618533664279909e+00
-2.965512455555430638e+00,7.566276123649195995e+00,-1.291031226777193908e+01
-3.631994995805952087e+00,1.045030832290649414e+01,-1.252453894085354236e+01
-2.243946625905878456e+00,7.161842626683852409e+00,-6.801470868727740537e+00
-6.784737161968065422e+00,9.696463688560154282e+00,-1.201928480811741018e+01
2.177251586914062287e+00,1.132839202880859375e+01,-7.409898395538330185e+00
-6.461494219930548510e+00,8.368475010520533885e+00,-7.853620253111186500e+00
-4.872322807312011506e+00,6.976619186401367578e+00,-9.178256874084473438e+00
-3.648539208077095530e+00,7.935308636845769037e+00,-7.471368647910453298e+00
-2.174798488616943359e+00,1.285264850385261326e+01,-5.843809431249445296e+00
2.288252371727139689e-03,7.451099365949630737e+00,-9.061284263928731875e+00
-6.099070540496280834e+00,7.573781439236232593e+00,-8.186710919652666618e+00
6.714919209480285645e-01,1.170373835930457496e+01,-1.007700773385854909e+01
